store_id,item_id,date,qty_sold,on_promo
1,1,2023-04-10,26,0
1,1,2023-04-11,38,1
1,1,2023-04-12,28,0
1,1,2023-04-13,32,0
1,1,2023-04-14,32,1
1,1,2023-04-15,31,0
1,1,2023-04-16,23,0
1,1,2023-04-17,30,1
1,1,2023-04-18,24,0
1,1,2023-04-19,25,0
1,1,2023-04-20,27,0
1,1,2023-04-21,21,0
1,1,2023-04-22,28,0
1,1,2023-04-23,40,1
1,1,2023-04-24,30,1
1,1,2023-04-25,20,0
1,1,2023-04-26,32,0
1,1,2023-04-27,30,0
1,1,2023-04-28,23,0
1,1,2023-04-29,22,0
1,1,2023-04-30,33,0
1,1,2023-05-01,22,0
1,1,2023-05-02,26,0
1,1,2023-05-03,36,1
1,1,2023-05-04,25,0
1,1,2023-05-05,18,0
1,1,2023-05-06,41,0
1,1,2023-05-07,31,0
1,1,2023-05-08,26,0
1,1,2023-05-09,27,0
1,1,2023-05-10,29,1
1,1,2023-05-11,32,0
1,1,2023-05-12,25,0
1,1,2023-05-13,27,0
1,1,2023-05-14,48,1
1,1,2023-05-15,19,0
1,1,2023-05-16,16,0
1,1,2023-05-17,34,0
1,1,2023-05-18,35,1
1,1,2023-05-19,18,0
1,1,2023-05-20,29,0
1,1,2023-05-21,32,0
1,1,2023-05-22,28,0
1,1,2023-05-23,34,0
1,1,2023-05-24,23,0
1,1,2023-05-25,22,0
1,1,2023-05-26,24,0
1,1,2023-05-27,28,0
1,1,2023-05-28,36,0
1,1,2023-05-29,24,0
1,1,2023-05-30,41,1
1,1,2023-05-31,41,0
1,1,2023-06-01,26,0
1,1,2023-06-02,40,1
1,1,2023-06-03,35,0
1,1,2023-06-04,41,1
1,1,2023-06-05,40,1
1,1,2023-06-06,31,0
1,1,2023-06-07,28,0
1,1,2023-06-08,21,0
1,1,2023-06-09,22,0
1,1,2023-06-10,23,0
1,1,2023-06-11,36,0
1,1,2023-06-12,20,0
1,1,2023-06-13,32,0
1,1,2023-06-14,33,1
1,1,2023-06-15,32,0
1,1,2023-06-16,28,0
1,1,2023-06-17,30,0
1,1,2023-06-18,40,0
1,1,2023-06-19,34,0
1,1,2023-06-20,41,1
1,1,2023-06-21,18,0
1,1,2023-06-22,29,0
1,1,2023-06-23,20,0
1,1,2023-06-24,34,0
1,1,2023-06-25,19,0
1,1,2023-06-26,23,0
1,1,2023-06-27,37,1
1,1,2023-06-28,36,1
1,1,2023-06-29,30,0
1,1,2023-06-30,19,0
1,1,2023-07-01,14,0
1,1,2023-07-02,36,0
1,1,2023-07-03,49,1
1,1,2023-07-04,37,1
1,1,2023-07-05,40,1
1,1,2023-07-06,27,0
1,1,2023-07-07,47,1
1,1,2023-07-08,51,1
1,1,2023-07-09,49,1
1,1,2023-07-10,18,0
1,1,2023-07-11,37,1
1,1,2023-07-12,26,0
1,1,2023-07-13,20,0
1,1,2023-07-14,27,0
1,1,2023-07-15,30,0
1,1,2023-07-16,30,0
1,1,2023-07-17,35,0
1,1,2023-07-18,22,0
1,1,2023-07-19,20,0
1,1,2023-07-20,33,0
1,1,2023-07-21,16,0
1,1,2023-07-22,33,0
1,1,2023-07-23,34,0
1,1,2023-07-24,23,0
1,1,2023-07-25,13,0
1,1,2023-07-26,45,1
1,1,2023-07-27,24,0
1,1,2023-07-28,37,1
1,1,2023-07-29,46,1
1,1,2023-07-30,35,0
1,1,2023-07-31,20,0
1,1,2023-08-01,35,1
1,1,2023-08-02,21,0
1,1,2023-08-03,46,1
1,1,2023-08-04,35,1
1,1,2023-08-05,30,0
1,1,2023-08-06,28,0
1,1,2023-08-07,28,0
1,1,2023-08-08,20,0
1,1,2023-08-09,22,0
1,1,2023-08-10,19,0
1,1,2023-08-11,34,0
1,1,2023-08-12,23,0
1,1,2023-08-13,55,1
1,1,2023-08-14,17,0
1,1,2023-08-15,26,0
1,1,2023-08-16,31,0
1,1,2023-08-17,38,1
1,1,2023-08-18,33,0
1,1,2023-08-19,43,1
1,1,2023-08-20,38,0
1,1,2023-08-21,27,0
1,1,2023-08-22,23,0
1,1,2023-08-23,26,0
1,1,2023-08-24,30,0
1,1,2023-08-25,19,0
1,1,2023-08-26,28,0
1,1,2023-08-27,42,1
1,1,2023-08-28,22,0
1,1,2023-08-29,25,0
1,1,2023-08-30,36,1
1,1,2023-08-31,43,1
1,1,2023-09-01,23,0
1,1,2023-09-02,33,0
1,1,2023-09-03,37,0
1,1,2023-09-04,41,1
1,1,2023-09-05,45,1
1,1,2023-09-06,27,0
1,1,2023-09-07,26,0
1,1,2023-09-08,21,0
1,1,2023-09-09,31,0
1,1,2023-09-10,35,0
1,1,2023-09-11,25,0
1,1,2023-09-12,30,0
1,1,2023-09-13,42,1
1,1,2023-09-14,26,0
1,1,2023-09-15,23,0
1,1,2023-09-16,22,0
1,1,2023-09-17,35,0
1,1,2023-09-18,17,0
1,1,2023-09-19,33,0
1,1,2023-09-20,35,1
1,1,2023-09-21,34,0
1,1,2023-09-22,26,0
1,1,2023-09-23,48,1
1,1,2023-09-24,24,0
1,1,2023-09-25,19,0
1,1,2023-09-26,28,1
1,1,2023-09-27,28,0
1,1,2023-09-28,19,0
1,1,2023-09-29,20,0
1,1,2023-09-30,31,0
1,1,2023-10-01,41,0
1,1,2023-10-02,39,1
1,1,2023-10-03,22,0
1,1,2023-10-04,25,0
1,1,2023-10-05,26,0
1,1,2023-10-06,24,0
1,1,2023-10-07,31,0
1,1,2023-10-08,35,0
1,1,2023-10-09,28,0
1,1,2023-10-10,24,0
1,1,2023-10-11,30,0
1,1,2023-10-12,22,0
1,1,2023-10-13,41,1
1,1,2023-10-14,31,0
1,1,2023-10-15,26,0
1,1,2023-10-16,15,0
1,1,2023-10-17,24,0
1,1,2023-10-18,33,0
1,1,2023-10-19,28,0
1,1,2023-10-20,15,0
1,1,2023-10-21,52,1
1,1,2023-10-22,24,0
1,1,2023-10-23,28,0
1,1,2023-10-24,22,0
1,1,2023-10-25,32,1
1,1,2023-10-26,39,1
1,1,2023-10-27,30,0
1,1,2023-10-28,31,0
1,1,2023-10-29,49,1
1,1,2023-10-30,27,0
1,1,2023-10-31,47,1
1,1,2023-11-01,21,0
1,1,2023-11-02,29,0
1,1,2023-11-03,30,0
1,1,2023-11-04,35,0
1,1,2023-11-05,30,0
1,1,2023-11-06,28,0
1,1,2023-11-07,36,0
1,1,2023-11-08,16,0
1,1,2023-11-09,23,0
1,1,2023-11-10,27,0
1,1,2023-11-11,30,0
1,1,2023-11-12,26,0
1,1,2023-11-13,36,1
1,1,2023-11-14,46,1
1,1,2023-11-15,36,1
1,1,2023-11-16,19,0
1,1,2023-11-17,28,0
1,1,2023-11-18,50,1
1,1,2023-11-19,28,0
1,1,2023-11-20,35,1
1,1,2023-11-21,30,0
1,1,2023-11-22,17,0
1,1,2023-11-23,28,0
1,1,2023-11-24,27,0
1,1,2023-11-25,41,0
1,1,2023-11-26,23,0
1,1,2023-11-27,22,0
1,1,2023-11-28,26,0
1,1,2023-11-29,16,0
1,1,2023-11-30,22,0
1,1,2023-12-01,34,0
1,1,2023-12-02,46,1
1,1,2023-12-03,35,0
1,1,2023-12-04,31,0
1,1,2023-12-05,29,0
1,1,2023-12-06,21,0
1,1,2023-12-07,26,0
1,1,2023-12-08,21,0
1,1,2023-12-09,31,0
1,1,2023-12-10,43,0
1,1,2023-12-11,33,0
1,1,2023-12-12,23,0
1,1,2023-12-13,34,0
1,1,2023-12-14,41,1
1,1,2023-12-15,25,0
1,1,2023-12-16,32,0
1,1,2023-12-17,50,1
1,1,2023-12-18,18,0
1,1,2023-12-19,24,0
1,1,2023-12-20,23,0
1,1,2023-12-21,32,0
1,1,2023-12-22,29,0
1,1,2023-12-23,29,0
1,1,2023-12-24,28,0
1,1,2023-12-25,23,0
1,1,2023-12-26,30,0
1,1,2023-12-27,18,0
1,1,2023-12-28,33,0
1,1,2023-12-29,28,0
1,1,2023-12-30,37,0
1,1,2023-12-31,39,1
1,2,2023-01-01,22,0
1,2,2023-01-02,29,0
1,2,2023-01-03,31,0
1,2,2023-01-04,26,0
1,2,2023-01-05,34,0
1,2,2023-01-06,32,0
1,2,2023-01-07,36,0
1,2,2023-01-08,36,0
1,2,2023-01-09,35,0
1,2,2023-01-10,25,0
1,2,2023-01-11,21,0
1,2,2023-01-12,27,0
1,2,2023-01-13,19,0
1,2,2023-01-14,37,0
1,2,2023-01-15,41,0
1,2,2023-01-16,42,0
1,2,2023-01-17,39,0
1,2,2023-01-18,28,0
1,2,2023-01-19,31,0
1,2,2023-01-20,40,1
1,2,2023-01-21,40,0
1,2,2023-01-22,42,0
1,2,2023-01-23,19,0
1,2,2023-01-24,42,0
1,2,2023-01-25,30,0
1,2,2023-01-26,30,0
1,2,2023-01-27,49,1
1,2,2023-01-28,54,1
1,2,2023-01-29,54,1
1,2,2023-01-30,21,0
1,2,2023-01-31,25,0
1,2,2023-02-01,33,0
1,2,2023-02-02,47,1
1,2,2023-02-03,51,1
1,2,2023-02-04,40,0
1,2,2023-02-05,41,0
1,2,2023-02-06,27,0
1,2,2023-02-07,27,0
1,2,2023-02-08,35,0
1,2,2023-02-09,43,1
1,2,2023-02-10,32,0
1,2,2023-02-11,54,1
1,2,2023-02-12,31,0
1,2,2023-02-13,29,0
1,2,2023-02-14,23,0
1,2,2023-02-15,26,0
1,2,2023-02-16,38,0
1,2,2023-02-17,39,1
1,2,2023-02-18,34,0
1,2,2023-02-19,40,0
1,2,2023-02-20,47,1
1,2,2023-02-21,26,0
1,2,2023-02-22,29,0
1,2,2023-02-23,27,0
1,2,2023-02-24,31,0
1,2,2023-02-25,40,0
1,2,2023-02-26,31,0
1,2,2023-02-27,58,1
1,2,2023-02-28,28,0
1,2,2023-03-01,27,0
1,2,2023-03-02,52,1
1,2,2023-03-03,43,1
1,2,2023-03-04,42,0
1,2,2023-03-05,38,0
1,2,2023-03-06,45,1
1,2,2023-03-07,29,0
1,2,2023-03-08,24,0
1,2,2023-03-09,46,1
1,2,2023-03-10,43,1
1,2,2023-03-11,37,0
1,2,2023-03-12,30,0
1,2,2023-03-13,24,0
1,2,2023-03-14,21,0
1,2,2023-03-15,26,0
1,2,2023-03-16,29,0
1,2,2023-03-17,43,1
1,2,2023-03-18,50,1
1,2,2023-03-19,39,0
1,2,2023-03-20,35,0
1,2,2023-03-21,36,0
1,2,2023-03-22,33,0
1,2,2023-03-23,36,0
1,2,2023-03-24,35,0
1,2,2023-03-25,54,1
1,2,2023-03-26,33,0
1,2,2023-03-27,20,0
1,2,2023-03-28,28,0
1,2,2023-03-29,29,0
1,2,2023-03-30,29,0
1,2,2023-03-31,36,0
1,2,2023-04-01,22,0
1,2,2023-04-02,40,0
1,2,2023-04-03,34,1
1,2,2023-04-04,17,0
1,2,2023-04-05,36,0
1,2,2023-04-06,30,0
1,2,2023-04-07,36,0
1,2,2023-04-08,40,1
1,2,2023-04-09,39,0
1,2,2023-04-10,31,0
1,2,2023-04-11,29,0
1,2,2023-04-12,33,0
1,2,2023-04-13,29,0
1,2,2023-04-14,29,0
1,2,2023-04-15,33,0
1,2,2023-04-16,31,0
1,2,2023-04-17,28,0
1,2,2023-04-18,35,1
1,2,2023-04-19,28,0
1,2,2023-04-20,37,1
1,2,2023-04-21,33,0
1,2,2023-04-22,34,0
1,2,2023-04-23,49,1
1,2,2023-04-24,26,0
1,2,2023-04-25,49,1
1,2,2023-04-26,46,1
1,2,2023-04-27,49,1
1,2,2023-04-28,29,0
1,2,2023-04-29,54,1
1,2,2023-04-30,39,0
1,2,2023-05-01,27,0
1,2,2023-05-02,42,1
1,2,2023-05-03,44,1
1,2,2023-05-04,32,0
1,2,2023-05-05,35,0
1,2,2023-05-06,39,0
1,2,2023-05-07,48,0
1,2,2023-05-08,45,1
1,2,2023-05-09,29,0
1,2,2023-05-10,36,0
1,2,2023-05-11,48,1
1,2,2023-05-12,29,0
1,2,2023-05-13,41,0
1,2,2023-05-14,50,1
1,2,2023-05-15,29,0
1,2,2023-05-16,32,0
1,2,2023-05-17,28,0
1,2,2023-05-18,28,0
1,2,2023-05-19,45,1
1,2,2023-05-20,54,1
1,2,2023-05-21,41,0
1,2,2023-05-22,47,1
1,2,2023-05-23,40,0
1,2,2023-05-24,35,0
1,2,2023-05-25,30,0
1,2,2023-05-26,27,0
1,2,2023-05-27,49,1
1,2,2023-05-28,37,0
1,2,2023-05-29,41,1
1,2,2023-05-30,44,1
1,2,2023-05-31,32,0
1,2,2023-06-01,42,1
1,2,2023-06-02,33,0
1,2,2023-06-03,43,0
1,2,2023-06-04,37,0
1,2,2023-06-05,28,0
1,2,2023-06-06,27,0
1,2,2023-06-07,28,0
1,2,2023-06-08,30,0
1,2,2023-06-09,35,0
1,2,2023-06-10,34,0
1,2,2023-06-11,39,0
1,2,2023-06-12,33,0
1,2,2023-06-13,33,0
1,2,2023-06-14,34,0
1,2,2023-06-15,40,0
1,2,2023-06-16,26,0
1,2,2023-06-17,41,0
1,2,2023-06-18,33,0
1,2,2023-06-19,44,1
1,2,2023-06-20,23,0
1,2,2023-06-21,45,1
1,2,2023-06-22,35,0
1,2,2023-06-23,32,0
1,2,2023-06-24,38,0
1,2,2023-06-25,26,0
1,2,2023-06-26,27,0
1,2,2023-06-27,41,1
1,2,2023-06-28,33,0
1,2,2023-06-29,24,0
1,2,2023-06-30,42,0
1,2,2023-07-01,35,0
1,2,2023-07-02,30,0
1,2,2023-07-03,41,1
1,2,2023-07-04,49,1
1,2,2023-07-05,29,0
1,2,2023-07-06,23,0
1,2,2023-07-07,22,0
1,2,2023-07-08,39,0
1,2,2023-07-09,38,0
1,2,2023-07-10,25,0
1,2,2023-07-11,31,0
1,2,2023-07-12,29,0
1,2,2023-07-13,40,1
1,2,2023-07-14,38,0
1,2,2023-07-15,60,1
1,2,2023-07-16,57,1
1,2,2023-07-17,34,0
1,2,2023-07-18,34,0
1,2,2023-07-19,28,0
1,2,2023-07-20,30,0
1,2,2023-07-21,50,1
1,2,2023-07-22,32,0
1,2,2023-07-23,41,0
1,2,2023-07-24,45,1
1,2,2023-07-25,38,1
1,2,2023-07-26,24,0
1,2,2023-07-27,34,0
1,2,2023-07-28,32,0
1,2,2023-07-29,37,0
1,2,2023-07-30,40,0
1,2,2023-07-31,46,1
1,2,2023-08-01,29,0
1,2,2023-08-02,32,0
1,2,2023-08-03,36,0
1,2,2023-08-04,40,0
1,2,2023-08-05,41,0
1,2,2023-08-06,44,0
1,2,2023-08-07,27,0
1,2,2023-08-08,41,0
1,2,2023-08-09,27,0
1,2,2023-08-10,32,0
1,2,2023-08-11,31,0
1,2,2023-08-12,29,0
1,2,2023-08-13,41,0
1,2,2023-08-14,29,0
1,2,2023-08-15,26,0
1,2,2023-08-16,32,0
1,2,2023-08-17,42,1
1,2,2023-08-18,35,0
1,2,2023-08-19,34,0
1,2,2023-08-20,36,0
1,2,2023-08-21,37,0
1,2,2023-08-22,27,0
1,2,2023-08-23,30,0
1,2,2023-08-24,36,0
1,2,2023-08-25,47,1
1,2,2023-08-26,31,0
1,2,2023-08-27,29,0
1,2,2023-08-28,27,0
1,2,2023-08-29,33,0
1,2,2023-08-30,38,0
1,2,2023-08-31,36,0
1,2,2023-09-01,26,0
1,2,2023-09-02,35,0
1,2,2023-09-03,44,0
1,2,2023-09-04,21,0
1,2,2023-09-05,31,0
1,2,2023-09-06,26,0
1,2,2023-09-07,38,0
1,2,2023-09-08,37,0
1,2,2023-09-09,38,0
1,2,2023-09-10,34,0
1,2,2023-09-11,39,0
1,2,2023-09-12,27,0
1,2,2023-09-13,32,0
1,2,2023-09-14,30,0
1,2,2023-09-15,37,0
1,2,2023-09-16,27,0
1,2,2023-09-17,39,0
1,2,2023-09-18,49,1
1,2,2023-09-19,37,0
1,2,2023-09-20,56,1
1,2,2023-09-21,28,0
1,2,2023-09-22,27,0
1,2,2023-09-23,32,0
1,2,2023-09-24,33,0
1,2,2023-09-25,38,0
1,2,2023-09-26,33,0
1,2,2023-09-27,22,0
1,2,2023-09-28,32,0
1,2,2023-09-29,24,0
1,2,2023-09-30,36,0
1,2,2023-10-01,36,0
1,2,2023-10-02,30,0
1,2,2023-10-03,26,0
1,2,2023-10-04,47,1
1,2,2023-10-05,49,1
1,2,2023-10-06,23,0
1,2,2023-10-07,36,0
1,2,2023-10-08,36,0
1,2,2023-10-09,48,1
1,2,2023-10-10,30,0
1,2,2023-10-11,20,0
1,2,2023-10-12,34,0
1,2,2023-10-13,49,1
1,2,2023-10-14,34,0
1,2,2023-10-15,34,0
1,2,2023-10-16,27,0
1,2,2023-10-17,49,1
1,2,2023-10-18,29,0
1,2,2023-10-19,28,0
1,2,2023-10-20,34,0
1,2,2023-10-21,41,0
1,2,2023-10-22,28,0
1,2,2023-10-23,34,0
1,2,2023-10-24,19,0
1,2,2023-10-25,28,0
1,2,2023-10-26,29,0
1,2,2023-10-27,36,0
1,2,2023-10-28,39,0
1,2,2023-10-29,27,0
1,2,2023-10-30,30,0
1,2,2023-10-31,38,0
1,2,2023-11-01,31,0
1,2,2023-11-02,43,1
1,2,2023-11-03,36,0
1,2,2023-11-04,36,0
1,2,2023-11-05,37,0
1,2,2023-11-06,23,0
1,2,2023-11-07,29,0
1,2,2023-11-08,55,1
1,2,2023-11-09,31,0
1,2,2023-11-10,25,0
1,2,2023-11-11,36,0
1,2,2023-11-12,48,1
1,2,2023-11-13,30,0
1,2,2023-11-14,27,0
1,2,2023-11-15,25,0
1,2,2023-11-16,29,0
1,2,2023-11-17,48,1
1,2,2023-11-18,38,0
1,2,2023-11-19,24,0
1,2,2023-11-20,31,0
1,2,2023-11-21,41,0
1,2,2023-11-22,24,0
1,2,2023-11-23,47,1
1,2,2023-11-24,31,0
1,2,2023-11-25,43,0
1,2,2023-11-26,39,0
1,2,2023-11-27,47,1
1,2,2023-11-28,27,0
1,2,2023-11-29,32,0
1,2,2023-11-30,32,0
1,2,2023-12-01,28,0
1,2,2023-12-02,33,0
1,2,2023-12-03,31,0
1,2,2023-12-04,23,0
1,2,2023-12-05,33,0
1,2,2023-12-06,27,0
1,2,2023-12-07,26,0
1,2,2023-12-08,20,0
1,2,2023-12-09,26,0
1,2,2023-12-10,41,0
1,2,2023-12-11,27,0
1,2,2023-12-12,30,0
1,2,2023-12-13,31,0
1,2,2023-12-14,21,0
1,2,2023-12-15,37,0
1,2,2023-12-16,48,1
1,2,2023-12-17,46,0
1,2,2023-12-18,30,0
1,2,2023-12-19,26,0
1,2,2023-12-20,24,0
1,2,2023-12-21,33,0
1,2,2023-12-22,29,0
1,2,2023-12-23,51,1
1,2,2023-12-24,26,0
1,2,2023-12-25,26,0
1,2,2023-12-26,30,0
1,2,2023-12-27,31,0
1,2,2023-12-28,37,1
1,2,2023-12-29,20,0
1,2,2023-12-30,24,0
1,2,2023-12-31,51,1
1,3,2023-01-01,55,0
1,3,2023-01-02,41,0
1,3,2023-01-03,41,0
1,3,2023-01-04,59,1
1,3,2023-01-05,44,0
1,3,2023-01-06,45,0
1,3,2023-01-07,45,0
1,3,2023-01-08,67,1
1,3,2023-01-09,31,0
1,3,2023-01-10,43,0
1,3,2023-01-11,63,1
1,3,2023-01-12,53,0
1,3,2023-01-13,41,0
1,3,2023-01-14,73,1
1,3,2023-01-15,50,0
1,3,2023-01-16,42,0
1,3,2023-01-17,40,0
1,3,2023-01-18,37,0
1,3,2023-01-19,41,0
1,3,2023-01-20,61,1
1,3,2023-01-21,49,0
1,3,2023-01-22,53,0
1,3,2023-01-23,41,0
1,3,2023-01-24,34,0
1,3,2023-01-25,37,0
1,3,2023-01-26,40,0
1,3,2023-01-27,61,1
1,3,2023-01-28,51,0
1,3,2023-01-29,49,0
1,3,2023-01-30,31,0
1,3,2023-01-31,34,0
1,3,2023-02-01,43,0
1,3,2023-02-02,39,0
1,3,2023-02-03,68,1
1,3,2023-02-04,74,1
1,3,2023-02-05,47,0
1,3,2023-02-06,37,0
1,3,2023-02-07,39,0
1,3,2023-02-08,62,1
1,3,2023-02-09,41,0
1,3,2023-02-10,45,0
1,3,2023-02-11,41,0
1,3,2023-02-12,42,0
1,3,2023-02-13,39,0
1,3,2023-02-14,43,0
1,3,2023-02-15,44,0
1,3,2023-02-16,38,0
1,3,2023-02-17,28,0
1,3,2023-02-18,46,0
1,3,2023-02-19,51,0
1,3,2023-02-20,40,0
1,3,2023-02-21,43,0
1,3,2023-02-22,46,0
1,3,2023-02-23,40,0
1,3,2023-02-24,38,0
1,3,2023-02-25,44,0
1,3,2023-02-26,42,0
1,3,2023-02-27,32,0
1,3,2023-02-28,37,0
1,3,2023-03-01,46,0
1,3,2023-03-02,44,0
1,3,2023-03-03,59,1
1,3,2023-03-04,59,0
1,3,2023-03-05,70,1
1,3,2023-03-06,47,0
1,3,2023-03-07,48,0
1,3,2023-03-08,43,0
1,3,2023-03-09,37,0
1,3,2023-03-10,39,0
1,3,2023-03-11,50,0
1,3,2023-03-12,42,0
1,3,2023-03-13,36,0
1,3,2023-03-14,35,0
1,3,2023-03-15,43,0
1,3,2023-03-16,46,0
1,3,2023-03-17,44,0
1,3,2023-03-18,54,0
1,3,2023-03-19,45,0
1,3,2023-03-20,39,0
1,3,2023-03-21,39,0
1,3,2023-03-22,43,0
1,3,2023-03-23,72,1
1,3,2023-03-24,58,1
1,3,2023-03-25,53,0
1,3,2023-03-26,81,1
1,3,2023-03-27,43,0
1,3,2023-03-28,59,1
1,3,2023-03-29,36,0
1,3,2023-03-30,35,0
1,3,2023-03-31,31,0
1,3,2023-04-01,72,1
1,3,2023-04-02,47,0
1,3,2023-04-03,65,1
1,3,2023-04-04,58,1
1,3,2023-04-05,40,0
1,3,2023-04-06,42,0
1,3,2023-04-07,43,0
1,3,2023-04-08,52,0
1,3,2023-04-09,74,1
1,3,2023-04-10,55,1
1,3,2023-04-11,63,1
1,3,2023-04-12,37,0
1,3,2023-04-13,47,0
1,3,2023-04-14,41,0
1,3,2023-04-15,50,0
1,3,2023-04-16,62,0
1,3,2023-04-17,44,0
1,3,2023-04-18,42,0
1,3,2023-04-19,40,0
1,3,2023-04-20,34,0
1,3,2023-04-21,60,1
1,3,2023-04-22,44,0
1,3,2023-04-23,57,0
1,3,2023-04-24,42,0
1,3,2023-04-25,46,0
1,3,2023-04-26,37,0
1,3,2023-04-27,57,1
1,3,2023-04-28,44,0
1,3,2023-04-29,44,0
1,3,2023-04-30,71,1
1,3,2023-05-01,70,1
1,3,2023-05-02,39,0
1,3,2023-05-03,33,0
1,3,2023-05-04,32,0
1,3,2023-05-05,33,0
1,3,2023-05-06,55,0
1,3,2023-05-07,46,0
1,3,2023-05-08,53,0
1,3,2023-05-09,48,0
1,3,2023-05-10,51,0
1,3,2023-05-11,46,0
1,3,2023-05-12,64,1
1,3,2023-05-13,45,0
1,3,2023-05-14,49,0
1,3,2023-05-15,44,0
1,3,2023-05-16,45,0
1,3,2023-05-17,35,0
1,3,2023-05-18,40,0
1,3,2023-05-19,40,0
1,3,2023-05-20,48,0
1,3,2023-05-21,44,0
1,3,2023-05-22,50,0
1,3,2023-05-23,60,1
1,3,2023-05-24,36,0
1,3,2023-05-25,50,0
1,3,2023-05-26,48,0
1,3,2023-05-27,49,0
1,3,2023-05-28,64,1
1,3,2023-05-29,59,1
1,3,2023-05-30,53,1
1,3,2023-05-31,43,0
1,3,2023-06-01,38,0
1,3,2023-06-02,40,0
1,3,2023-06-03,58,0
1,3,2023-06-04,46,0
1,3,2023-06-05,43,0
1,3,2023-06-06,65,1
1,3,2023-06-07,47,0
1,3,2023-06-08,40,0
1,3,2023-06-09,39,0
1,3,2023-06-10,48,0
1,3,2023-06-11,51,0
1,3,2023-06-12,48,0
1,3,2023-06-13,39,0
1,3,2023-06-14,28,0
1,3,2023-06-15,65,1
1,3,2023-06-16,61,1
1,3,2023-06-17,51,0
1,3,2023-06-18,41,0
1,3,2023-06-19,58,1
1,3,2023-06-20,44,0
1,3,2023-06-21,34,0
1,3,2023-06-22,43,0
1,3,2023-06-23,40,0
1,3,2023-06-24,70,1
1,3,2023-06-25,45,0
1,3,2023-06-26,56,1
1,3,2023-06-27,41,0
1,3,2023-06-28,41,0
1,3,2023-06-29,39,0
1,3,2023-06-30,35,0
1,3,2023-07-01,59,1
1,3,2023-07-02,51,0
1,3,2023-07-03,45,0
1,3,2023-07-04,44,0
1,3,2023-07-05,51,0
1,3,2023-07-06,40,0
1,3,2023-07-07,47,0
1,3,2023-07-08,45,0
1,3,2023-07-09,45,0
1,3,2023-07-10,41,0
1,3,2023-07-11,69,1
1,3,2023-07-12,60,1
1,3,2023-07-13,33,0
1,3,2023-07-14,45,0
1,3,2023-07-15,48,0
1,3,2023-07-16,75,1
1,3,2023-07-17,37,0
1,3,2023-07-18,41,0
1,3,2023-07-19,33,0
